product_id,type,air_temp_k,process_temp_k,rotational_speed,torque,tool_wear,target,failure_type,temp_delta,power_watts,tool_wear_ratio,air_temp_c,process_temp_c,region
L48990,L,298.1,307.6,1364.0,53.8,129,0,No Failure,9.5,7684.670733897015,0.5098814229249012,24.950000000000045,34.450000000000045,Asia-Pacific
M16671,M,298.1,307.8,1569.0,31.2,131,0,No Failure,9.699999999999989,5126.325228421681,0.5177865612648221,24.950000000000045,34.650000000000034,Europe
L48992,L,298.2,307.8,1476.0,36.8,134,0,No Failure,9.600000000000023,5688.041994883535,0.5296442687747036,25.05000000000001,34.650000000000034,Asia-Pacific
L48993,L,298.1,307.7,1479.0,45.0,136,0,No Failure,9.599999999999966,6969.623301988957,0.5375494071146245,24.950000000000045,34.55000000000001,Asia-Pacific
L48994,L,298.1,307.7,1650.0,34.1,138,0,No Failure,9.599999999999966,5892.057021807657,0.5454545454545454,24.950000000000045,34.55000000000001,Asia-Pacific
M16675,M,298.1,307.6,1565.0,36.3,140,0,No Failure,9.5,5949.07692847031,0.5533596837944664,24.950000000000045,34.450000000000045,Europe
L48996,L,298.1,307.6,1460.0,46.5,143,0,No Failure,9.5,7109.424175073702,0.5652173913043478,24.950000000000045,34.450000000000045,Asia-Pacific
L48997,L,298.1,307.7,1664.0,27.6,145,0,No Failure,9.599999999999966,4809.4013615275435,0.5731225296442688,24.950000000000045,34.55000000000001,Asia-Pacific
M16678,M,298.1,307.7,1435.0,40.9,147,0,No Failure,9.599999999999966,6146.159507605512,0.5810276679841897,24.950000000000045,34.55000000000001,Europe
M16679,M,298.1,307.6,1895.5,19.2,150,0,No Failure,9.5,3811.128879922849,0.5928853754940712,24.950000000000045,34.450000000000045,Europe
L49000,L,298.1,307.5,1493.0,43.7,153,0,No Failure,9.399999999999977,6832.346175002595,0.6047430830039525,24.950000000000045,34.35000000000002,Asia-Pacific
L49001,L,298.1,307.6,1354.0,43.3,155,0,No Failure,9.5,6139.530747106437,0.6126482213438735,24.950000000000045,34.450000000000045,Asia-Pacific
L49002,L,298.1,307.6,1488.0,39.4,157,0,No Failure,9.5,6139.426027351317,0.6205533596837944,24.950000000000045,34.450000000000045,Asia-Pacific
L49003,L,298.1,307.7,1414.0,48.7,159,0,No Failure,9.599999999999966,7211.190833098987,0.6284584980237155,24.950000000000045,34.55000000000001,Asia-Pacific
L49004,L,298.1,307.5,1391.0,57.4,161,0,No Failure,9.399999999999977,8361.181295921044,0.6363636363636364,24.950000000000045,34.35000000000002,Asia-Pacific
M16685,M,298.0,307.5,1784.0,27.8,163,0,No Failure,9.5,5193.597199110551,0.6442687747035574,24.850000000000023,34.35000000000002,Europe
H31240,H,297.8,307.3,1516.0,40.1,166,0,No Failure,9.5,6366.081465332309,0.6561264822134387,24.650000000000034,34.150000000000034,North americ
M16687,M,297.9,307.3,1420.0,47.8,171,0,No Failure,9.400000000000034,7107.958098502026,0.6758893280632411,24.75,34.150000000000034,Europe
L49008,L,297.8,307.2,1351.0,56.3,174,0,No Failure,9.399999999999977,7965.120710082977,0.6877470355731226,24.650000000000034,34.05000000000001,Asia-Pacific
L49009,L,297.8,307.2,1880.0,23.0,176,0,No Failure,9.399999999999977,4528.082211374089,0.6956521739130435,24.650000000000034,34.05000000000001,Asia-Pacific
L49010,L,297.8,307.3,1859.0,24.0,178,0,No Failure,9.5,4672.176594418741,0.7035573122529645,24.650000000000034,34.150000000000034,Asia-Pacific
M16691,M,297.8,307.3,1315.0,54.0,180,0,No Failure,9.5,7436.14981104704,0.7114624505928854,24.650000000000034,34.150000000000034,Europe
M16692,M,297.8,307.4,1330.0,51.7,183,0,No Failure,9.599999999999966,7200.635081782925,0.7233201581027668,24.650000000000034,34.25,Europe
L49013,L,297.8,307.3,1327.0,61.0,186,1,Overstrain Failure,9.5,8476.7500176711,0.7351778656126482,24.650000000000034,34.150000000000034,Asia-Pacific
L49014,L,297.8,307.2,1498.0,38.1,188,0,No Failure,9.399999999999977,5976.754359748438,0.7430830039525692,24.650000000000034,34.05000000000001,Asia-Pacific
H31249,H,297.8,307.3,1555.0,35.8,190,0,No Failure,9.5,5829.644047756339,0.7509881422924901,24.650000000000034,34.150000000000034,North americ
L49016,L,297.7,307.2,1518.0,35.8,195,0,No Failure,9.5,5690.932260124839,0.7707509881422925,24.55000000000001,34.05000000000001,Asia-Pacific
L49017,L,297.7,307.2,1392.0,43.0,197,0,No Failure,9.5,6268.105662442355,0.7786561264822134,24.55000000000001,34.05000000000001,Asia-Pacific
M16698,M,297.8,307.2,1456.0,39.6,199,0,No Failure,9.399999999999977,6037.889752787296,0.7865612648221344,24.650000000000034,34.05000000000001,Europe
L49019,L,297.7,307.1,1715.0,30.2,0,0,No Failure,9.400000000000034,5423.7502769125385,0.0,24.55000000000001,33.950000000000045,Asia-Pacific
M16700,M,297.7,307.2,1405.0,43.7,2,0,No Failure,9.5,6429.635884714432,0.007905138339920948,24.55000000000001,34.05000000000001,Europe
L49021,L,297.7,307.2,1668.0,37.8,5,0,No Failure,9.5,6602.6224481965955,0.019762845849802372,24.55000000000001,34.05000000000001,Asia-Pacific
H31256,H,297.7,307.1,1855.0,22.5,7,0,No Failure,9.400000000000034,4370.7407793068,0.02766798418972332,24.55000000000001,33.950000000000045,North americ
L49023,L,297.6,307.1,1496.0,39.2,12,0,No Failure,9.5,6141.101543433232,0.04743083003952569,24.450000000000045,33.950000000000045,Asia-Pacific
M16704,M,297.6,307.1,1471.0,44.9,14,0,No Failure,9.5,6916.519914167777,0.05533596837944664,24.450000000000045,33.950000000000045,Europe
L49025,L,297.7,307.2,1444.0,40.0,17,0,No Failure,9.5,6048.6130557115475,0.06719367588932806,24.55000000000001,34.05000000000001,Asia-Pacific
H31260,H,297.7,307.3,1514.0,38.6,19,0,No Failure,9.600000000000023,6119.864377094965,0.07509881422924901,24.55000000000001,34.150000000000034,North americ
L49027,L,297.8,307.3,1412.0,50.7,24,0,No Failure,9.5,7496.719717408252,0.09486166007905138,24.650000000000034,34.150000000000034,Asia-Pacific
H31262,H,297.7,307.2,1429.0,44.1,26,0,No Failure,9.5,6599.323775910328,0.10276679841897234,24.55000000000001,34.05000000000001,North americ
L49029,L,297.7,307.2,1668.0,32.7,31,0,No Failure,9.5,5711.792435344675,0.1225296442687747,24.55000000000001,34.05000000000001,Asia-Pacific
M16710,M,297.7,307.2,1372.0,52.8,33,0,No Failure,9.5,7586.066612476346,0.13043478260869565,24.55000000000001,34.05000000000001,Europe
M16711,M,297.7,307.3,1365.0,49.2,36,0,No Failure,9.600000000000023,7032.769314326111,0.1422924901185771,24.55000000000001,34.150000000000034,Europe
M16712,M,297.6,307.1,1526.0,39.1,39,0,No Failure,9.5,6248.271740822693,0.1541501976284585,24.450000000000045,33.950000000000045,Europe
L49033,L,297.6,307.2,1486.0,40.6,42,0,No Failure,9.599999999999966,6317.910377977266,0.16600790513833993,24.450000000000045,34.05000000000001,Asia-Pacific
M16714,M,297.6,307.2,1470.0,42.6,44,0,No Failure,9.599999999999966,6557.760505103334,0.17391304347826086,24.450000000000045,34.05000000000001,Europe
H31269,H,297.7,307.3,1249.0,62.8,47,0,No Failure,9.600000000000023,8213.924376271778,0.1857707509881423,24.55000000000001,34.150000000000034,North americ
M16716,M,297.8,307.4,1752.0,26.1,52,0,No Failure,9.599999999999966,4788.541186307707,0.20553359683794467,24.650000000000034,34.25,Europe
L49037,L,297.7,307.4,1643.0,36.5,55,0,No Failure,9.699999999999989,6279.991354648437,0.21739130434782608,24.55000000000001,34.25,Asia-Pacific
M16718,M,297.8,307.4,1488.0,36.1,57,0,No Failure,9.599999999999966,5625.21014181174,0.22529644268774704,24.650000000000034,34.25,Europe
L49039,L,297.8,307.4,1355.0,45.8,60,0,No Failure,9.599999999999966,6498.803282970966,0.23715415019762845,24.650000000000034,34.25,Asia-Pacific
L49040,L,297.8,307.6,1607.0,30.3,62,0,No Failure,9.800000000000011,5099.024788261986,0.2450592885375494,24.650000000000034,34.450000000000045,Asia-Pacific
M16721,M,297.9,307.6,1609.0,30.3,64,0,No Failure,9.700000000000045,5105.370805422236,0.25296442687747034,24.75,34.450000000000045,Europe
L49042,L,297.9,307.7,1517.0,44.4,67,0,No Failure,9.800000000000011,7053.37816213366,0.2648221343873518,24.75,34.55000000000001,Asia-Pacific
M16723,M,297.9,307.7,1517.0,39.5,69,0,No Failure,9.800000000000011,6274.964806402693,0.2727272727272727,24.75,34.55000000000001,Europe
L49044,L,297.9,307.7,1546.0,37.6,72,0,No Failure,9.800000000000011,6087.317477203774,0.2845849802371542,24.75,34.55000000000001,Asia-Pacific
L49045,L,297.9,307.7,1567.0,34.7,74,0,No Failure,9.800000000000011,5694.126212655989,0.2924901185770751,24.75,34.55000000000001,Asia-Pacific
M16726,M,298.1,307.9,1662.0,28.9,76,0,No Failure,9.799999999999955,5029.878333956473,0.30039525691699603,24.950000000000045,34.75,Europe
L49047,L,298.1,307.9,1502.0,41.8,79,0,No Failure,9.799999999999955,6574.68321753067,0.31225296442687744,24.950000000000045,34.75,Asia-Pacific
L49048,L,298.3,308.0,1361.0,56.9,81,0,No Failure,9.699999999999989,8109.592084246062,0.3201581027667984,25.150000000000034,34.85000000000002,Asia-Pacific
M16729,M,298.3,308.1,1630.0,32.7,83,0,No Failure,9.800000000000011,5581.667667632986,0.32806324110671936,25.150000000000034,34.950000000000045,Europe
L49050,L,298.3,308.0,1486.0,42.3,86,0,No Failure,9.699999999999989,6582.453423360549,0.33992094861660077,25.150000000000034,34.85000000000002,Asia-Pacific
L49051,L,298.3,308.1,1840.0,21.5,88,0,No Failure,9.800000000000011,4142.713512533741,0.34782608695652173,25.150000000000034,34.950000000000045,Asia-Pacific
L49052,L,298.3,308.1,1326.0,58.4,90,0,No Failure,9.800000000000011,8109.330284858261,0.3557312252964427,25.150000000000034,34.950000000000045,Asia-Pacific
L49053,L,298.4,308.1,1367.0,57.8,92,0,No Failure,9.700000000000045,8274.180123367629,0.36363636363636365,25.25,34.950000000000045,Asia-Pacific
L49054,L,298.4,308.1,1598.0,32.7,94,0,No Failure,9.700000000000045,5472.088915875774,0.3715415019762846,25.25,34.950000000000045,Asia-Pacific
L49055,L,298.3,308.0,1363.0,50.1,96,0,No Failure,9.699999999999989,7150.924614027623,0.3794466403162055,25.150000000000034,34.85000000000002,Asia-Pacific
L49056,L,298.3,308.0,1242.0,62.0,98,0,No Failure,9.699999999999989,8063.840023234281,0.38735177865612647,25.150000000000034,34.85000000000002,Asia-Pacific
M16737,M,298.2,307.8,1566.0,33.8,100,0,No Failure,9.600000000000023,5542.9004142876865,0.3952569169960474,25.05000000000001,34.650000000000034,Europe
M16738,M,298.1,307.7,1424.0,47.7,103,0,No Failure,9.599999999999966,7113.068422551867,0.40711462450592883,24.950000000000045,34.55000000000001,Europe
M16739,M,298.2,307.7,1608.0,33.8,106,0,No Failure,9.5,5691.560578655556,0.4189723320158103,25.05000000000001,34.55000000000001,Europe
L49060,L,298.1,307.7,1705.0,29.1,109,0,No Failure,9.599999999999966,5195.72301013948,0.4308300395256917,24.950000000000045,34.55000000000001,Asia-Pacific
L49061,L,298.0,307.6,1548.0,45.8,111,0,No Failure,9.600000000000023,7424.4630863756865,0.43873517786561267,24.850000000000023,34.450000000000045,Asia-Pacific
M16742,M,298.0,307.6,1581.0,43.4,113,0,No Failure,9.600000000000023,7185.387885437503,0.44664031620553357,24.850000000000023,34.450000000000045,Europe
M16743,M,298.0,307.6,1472.0,46.7,116,0,No Failure,9.600000000000023,7198.6872943377,0.45849802371541504,24.850000000000023,34.450000000000045,Europe
M16744,M,298.0,307.6,1792.0,26.0,119,0,No Failure,9.600000000000023,4879.102830535188,0.47035573122529645,24.850000000000023,34.450000000000045,Europe
L49065,L,298.0,307.6,1683.0,32.8,122,0,No Failure,9.600000000000023,5780.781810017506,0.48221343873517786,24.850000000000023,34.450000000000045,Asia-Pacific
L49066,L,297.9,307.6,1503.0,40.7,124,0,No Failure,9.700000000000045,6405.92733215534,0.4901185770750988,24.75,34.450000000000045,Asia-Pacific
M16747,M,297.9,307.5,1642.0,32.4,126,0,No Failure,9.600000000000023,5571.174748169995,0.4980237154150198,24.75,34.35000000000002,Europe
M16748,M,297.8,307.4,1895.5,24.3,129,0,No Failure,9.599999999999966,4823.4599886523565,0.5098814229249012,24.650000000000034,34.25,Europe
H31303,H,297.7,307.4,1432.0,40.2,132,0,No Failure,9.699999999999989,6028.339311120382,0.5217391304347826,24.55000000000001,34.25,North americ
L49070,L,297.8,307.4,1512.0,40.8,137,0,No Failure,9.599999999999966,6460.119805429764,0.541501976284585,24.650000000000034,34.25,Asia-Pacific
L49071,L,297.7,307.4,1764.0,29.0,139,0,No Failure,9.699999999999989,5357.043792901315,0.549407114624506,24.55000000000001,34.25,Asia-Pacific
M16752,M,297.8,307.4,1438.0,43.6,141,0,No Failure,9.599999999999966,6565.593542786285,0.5573122529644269,24.650000000000034,34.25,Europe
L49073,L,297.8,307.5,1631.0,29.9,144,0,No Failure,9.699999999999989,5106.857825944935,0.5691699604743083,24.650000000000034,34.35000000000002,Asia-Pacific
H31308,H,297.9,307.5,1880.0,23.3,146,0,No Failure,9.600000000000023,4587.144153261577,0.5770750988142292,24.75,34.35000000000002,North americ
L49075,L,297.9,307.6,1344.0,54.3,151,0,No Failure,9.700000000000045,7642.363952828674,0.5968379446640316,24.75,34.450000000000045,Asia-Pacific
L49076,L,297.9,307.5,1574.0,35.8,153,0,No Failure,9.600000000000023,5900.874425188732,0.6047430830039525,24.75,34.35000000000002,Asia-Pacific
L49077,L,297.8,307.4,1418.0,41.2,155,0,No Failure,9.599999999999966,6117.895645698716,0.6126482213438735,24.650000000000034,34.25,Asia-Pacific
L49078,L,297.8,307.5,1372.0,54.1,157,0,No Failure,9.699999999999989,7772.844767707771,0.6205533596837944,24.650000000000034,34.35000000000002,Asia-Pacific
L49079,L,297.8,307.5,1388.0,40.0,159,0,No Failure,9.699999999999989,5814.04080424351,0.6284584980237155,24.650000000000034,34.35000000000002,Asia-Pacific
H31314,H,297.9,307.6,1493.0,36.0,161,0,No Failure,9.700000000000045,5628.477398171474,0.6363636363636364,24.75,34.450000000000045,North americ
M16761,M,297.9,307.6,1505.0,40.1,166,0,No Failure,9.700000000000045,6319.889581349027,0.6561264822134387,24.75,34.450000000000045,Europe
L49082,L,298.0,307.6,1694.0,29.1,169,0,No Failure,9.600000000000023,5162.202216525677,0.6679841897233202,24.850000000000023,34.450000000000045,Asia-Pacific
L49083,L,297.9,307.6,1895.5,20.4,171,0,No Failure,9.700000000000045,4049.3244349180272,0.6758893280632411,24.75,34.450000000000045,Asia-Pacific
M16764,M,298.0,307.6,1569.0,35.6,173,0,No Failure,9.600000000000023,5849.268529865764,0.6837944664031621,24.850000000000023,34.450000000000045,Europe
L49085,L,297.9,307.6,1687.0,29.1,176,0,No Failure,9.700000000000045,5140.870802407801,0.6956521739130435,24.75,34.450000000000045,Asia-Pacific
L49086,L,297.9,307.6,1430.0,52.4,178,0,No Failure,9.700000000000045,7846.860690626347,0.7035573122529645,24.75,34.450000000000045,Asia-Pacific
L49087,L,297.9,307.6,1504.0,42.4,180,0,No Failure,9.700000000000045,6677.936896078656,0.7114624505928854,24.75,34.450000000000045,Asia-Pacific
L49088,L,297.9,307.6,1895.5,20.2,182,0,No Failure,9.700000000000045,4009.6251757521645,0.7193675889328063,24.75,34.450000000000045,Asia-Pacific
L49089,L,298.0,307.7,1435.0,45.6,184,0,No Failure,9.699999999999989,6852.4418960100575,0.7272727272727273,24.850000000000023,34.55000000000001,Asia-Pacific
H31324,H,298.0,307.7,1547.0,36.8,186,0,No Failure,9.699999999999989,5961.653771060182,0.7351778656126482,24.850000000000023,34.55000000000001,North americ
M16771,M,298.1,307.8,1316.0,57.2,191,0,No Failure,9.699999999999989,7882.8005105834145,0.7549407114624506,24.950000000000045,34.650000000000034,Europe
M16772,M,298.0,307.7,1621.0,34.9,194,0,No Failure,9.699999999999989,5924.300234409,0.766798418972332,24.850000000000023,34.55000000000001,Europe
M16773,M,298.0,307.8,1492.0,40.2,197,0,No Failure,9.800000000000011,6280.923360469003,0.7786561264822134,24.850000000000023,34.650000000000034,Europe
L49094,L,298.0,307.7,1643.0,32.3,200,0,No Failure,9.699999999999989,5557.362212469711,0.7905138339920948,24.850000000000023,34.55000000000001,Asia-Pacific
L49095,L,298.0,307.7,1492.0,38.7,202,0,No Failure,9.699999999999989,6046.560548511204,0.7984189723320159,24.850000000000023,34.55000000000001,Asia-Pacific
L49096,L,298.0,307.7,1387.0,50.8,204,0,No Failure,9.699999999999989,7378.512057829178,0.8063241106719368,24.850000000000023,34.55000000000001,Asia-Pacific
M16777,M,298.1,307.9,1463.0,47.3,206,0,No Failure,9.799999999999955,7246.596582304945,0.8142292490118577,24.950000000000045,34.75,Europe
M16778,M,298.1,307.9,1496.0,40.0,0,0,No Failure,9.799999999999955,6266.430146360441,0.0,24.950000000000045,34.75,Europe
L49099,L,298.2,308.0,1658.0,30.0,3,0,No Failure,9.800000000000011,5208.760619651877,0.011857707509881422,25.05000000000001,34.85000000000002,Asia-Pacific
L49100,L,298.1,307.9,1895.5,17.5,5,0,No Failure,9.799999999999955,3473.685177013014,0.019762845849802372,24.950000000000045,34.75,Asia-Pacific
L49101,L,298.1,307.9,1665.0,32.0,7,0,No Failure,9.799999999999955,5579.468552775473,0.02766798418972332,24.950000000000045,34.75,Asia-Pacific
L49102,L,298.0,307.8,1716.0,26.6,9,0,No Failure,9.800000000000011,4779.996054289943,0.03557312252964427,24.850000000000023,34.650000000000034,Asia-Pacific
L49103,L,298.0,307.7,1529.0,34.1,11,0,No Failure,9.699999999999989,5459.972840208429,0.043478260869565216,24.850000000000023,34.55000000000001,Asia-Pacific
L49104,L,297.9,307.7,1353.0,50.7,13,0,No Failure,9.800000000000011,7183.471513918813,0.05138339920948617,24.75,34.55000000000001,Asia-Pacific
L49105,L,297.9,307.7,1537.0,37.7,15,0,No Failure,9.800000000000011,6067.975738433174,0.05928853754940711,24.75,34.55000000000001,Asia-Pacific
L49106,L,298.0,307.7,1606.0,30.8,17,0,No Failure,9.699999999999989,5179.941743042948,0.06719367588932806,24.850000000000023,34.55000000000001,Asia-Pacific
H31341,H,298.0,307.8,1314.0,47.8,19,0,No Failure,9.800000000000011,6577.364043261735,0.07509881422924901,24.850000000000023,34.650000000000034,North americ
L49108,L,298.0,307.8,1623.0,29.9,24,0,No Failure,9.800000000000011,5081.808860520313,0.09486166007905138,24.850000000000023,34.650000000000034,Asia-Pacific
M16789,M,298.0,307.8,1483.0,50.9,26,0,No Failure,9.800000000000011,7904.739299280981,0.10276679841897234,24.850000000000023,34.650000000000034,Europe
M16790,M,298.1,307.9,1569.0,37.0,29,0,No Failure,9.799999999999955,6079.295943961609,0.11462450592885376,24.950000000000045,34.75,Europe
M16791,M,298.2,308.0,1895.5,21.7,32,0,No Failure,9.800000000000011,4307.369619496137,0.12648221343873517,25.05000000000001,34.85000000000002,Europe
M16792,M,298.1,308.0,1686.0,29.3,35,0,No Failure,9.899999999999977,5173.134958960169,0.1383399209486166,24.950000000000045,34.85000000000002,Europe
L49113,L,298.1,308.0,1638.0,35.1,38,0,No Failure,9.899999999999977,6020.736656898695,0.15019762845849802,24.950000000000045,34.85000000000002,Asia-Pacific
L49114,L,298.1,307.9,1698.0,33.3,40,0,No Failure,9.799999999999955,5921.211001632969,0.15810276679841898,24.950000000000045,34.75,Asia-Pacific
M16795,M,298.1,307.9,1377.0,55.1,42,0,No Failure,9.799999999999955,7945.37056426741,0.16600790513833993,24.950000000000045,34.75,Europe
M16796,M,298.1,308.0,1895.5,18.4,45,0,No Failure,9.899999999999977,3652.331843259397,0.17786561264822134,24.950000000000045,34.85000000000002,Europe
L49117,L,298.2,308.0,1411.0,42.4,48,0,No Failure,9.800000000000011,6265.005957690813,0.18972332015810275,25.05000000000001,34.85000000000002,Asia-Pacific
L49118,L,298.1,307.9,1517.0,40.8,50,0,No Failure,9.799999999999955,6481.482635474174,0.1976284584980237,24.950000000000045,34.75,Asia-Pacific
M16799,M,298.1,307.9,1303.0,53.9,52,0,No Failure,9.799999999999955,7354.646425637408,0.20553359683794467,24.950000000000045,34.75,Europe
L49120,L,298.1,307.9,1578.0,35.6,55,0,No Failure,9.799999999999955,5882.820739406103,0.21739130434782608,24.950000000000045,34.75,Asia-Pacific
L49121,L,298.1,307.9,1425.0,58.2,57,0,No Failure,9.799999999999955,8684.932890848982,0.22529644268774704,24.950000000000045,34.75,Asia-Pacific
L49122,L,298.1,308.0,1456.0,42.4,59,0,No Failure,9.899999999999977,6464.8112504591245,0.233201581027668,24.950000000000045,34.85000000000002,Asia-Pacific
L49123,L,298.1,308.0,1704.0,30.9,61,0,No Failure,9.899999999999977,5513.872098168518,0.24110671936758893,24.950000000000045,34.85000000000002,Asia-Pacific
L49124,L,298.1,308.1,1791.0,27.3,63,0,No Failure,10.0,5120.199122747181,0.2490118577075099,24.950000000000045,34.950000000000045,Asia-Pacific
L49125,L,298.1,308.1,1616.0,32.8,65,0,No Failure,10.0,5550.649676166541,0.25691699604743085,24.950000000000045,34.950000000000045,Asia-Pacific
L49126,L,298.2,308.1,1622.0,34.9,67,0,No Failure,9.900000000000034,5927.954953862676,0.2648221343873518,25.05000000000001,34.950000000000045,Asia-Pacific
L49127,L,298.2,308.1,1462.0,49.9,69,0,No Failure,9.900000000000034,7639.704071048635,0.2727272727272727,25.05000000000001,34.950000000000045,Asia-Pacific
L49128,L,298.1,308.1,1410.0,45.8,71,0,No Failure,10.0,6762.592346117389,0.28063241106719367,24.950000000000045,34.950000000000045,Asia-Pacific
M16809,M,298.1,308.0,1543.0,41.9,73,0,No Failure,9.899999999999977,6770.310192069707,0.2885375494071146,24.950000000000045,34.85000000000002,Europe
M16810,M,298.0,307.9,1479.0,47.6,76,0,No Failure,9.899999999999977,7372.312648326097,0.30039525691699603,24.850000000000023,34.75,Europe
L49131,L,298.0,307.8,1839.0,22.7,79,0,No Failure,9.800000000000011,4371.557593396733,0.31225296442687744,24.850000000000023,34.650000000000034,Asia-Pacific
L49132,L,298.0,307.8,1266.0,60.5,81,0,No Failure,9.800000000000011,8020.800203880101,0.3201581027667984,24.850000000000023,34.650000000000034,Asia-Pacific
L49133,L,297.9,307.7,1593.0,34.9,83,0,No Failure,9.800000000000011,5821.968089706068,0.32806324110671936,24.75,34.55000000000001,Asia-Pacific
L49134,L,297.9,307.8,1459.0,46.9,85,0,No Failure,9.900000000000034,7165.66915554847,0.3359683794466403,24.75,34.650000000000034,Asia-Pacific
L49135,L,297.9,307.7,1308.0,55.2,87,0,No Failure,9.800000000000011,7560.933871247627,0.3438735177865613,24.75,34.55000000000001,Asia-Pacific
M16816,M,297.9,307.7,1364.0,46.8,89,0,No Failure,9.800000000000011,6684.806512014504,0.35177865612648224,24.75,34.55000000000001,Europe
H31371,H,297.9,307.7,1618.0,35.9,92,0,No Failure,9.800000000000011,6082.772639831581,0.36363636363636365,24.75,34.55000000000001,North americ
H31372,H,297.9,307.7,1464.0,43.2,97,0,No Failure,9.800000000000011,6622.979968591858,0.383399209486166,24.75,34.55000000000001,North americ
M16819,M,297.8,307.6,1352.0,49.4,102,0,No Failure,9.800000000000011,6994.106780735932,0.4031620553359684,24.650000000000034,34.450000000000045,Europe
L49140,L,297.8,307.6,1446.0,51.4,105,0,No Failure,9.800000000000011,7783.232967415641,0.4150197628458498,24.650000000000034,34.450000000000045,Asia-Pacific
L49141,L,297.8,307.5,1448.0,51.2,107,0,No Failure,9.699999999999989,7763.671317159289,0.42292490118577075,24.650000000000034,34.35000000000002,Asia-Pacific
L49142,L,297.8,307.5,1391.0,48.6,109,0,No Failure,9.699999999999989,7079.327717452313,0.4308300395256917,24.650000000000034,34.35000000000002,Asia-Pacific
L49143,L,297.7,307.5,1379.0,43.3,111,0,No Failure,9.800000000000011,6252.889882023468,0.43873517786561267,24.55000000000001,34.35000000000002,Asia-Pacific
M16824,M,297.8,307.5,1405.0,46.9,113,0,No Failure,9.699999999999989,6900.455903732422,0.44664031620553357,24.650000000000034,34.35000000000002,Europe
L49145,L,297.8,307.5,1581.0,33.1,116,0,No Failure,9.699999999999989,5480.099977142428,0.45849802371541504,24.650000000000034,34.35000000000002,Asia-Pacific
L49146,L,297.9,307.6,1515.0,40.5,118,0,No Failure,9.700000000000045,6425.342374754525,0.466403162055336,24.75,34.450000000000045,Asia-Pacific
L49147,L,297.9,307.6,1589.0,37.8,120,0,No Failure,9.700000000000045,6289.908315458269,0.4743083003952569,24.75,34.450000000000045,Asia-Pacific
L49148,L,298.0,307.6,1281.0,50.8,122,0,No Failure,9.600000000000023,6814.617120460835,0.48221343873517786,24.850000000000023,34.450000000000045,Asia-Pacific
H31383,H,297.8,307.5,1631.0,31.3,124,0,No Failure,9.699999999999989,5345.974914785167,0.4901185770750988,24.650000000000034,34.35000000000002,North americ
M16830,M,297.9,307.6,1202.0,67.0,129,0,No Failure,9.700000000000045,8433.50075880668,0.5098814229249012,24.75,34.450000000000045,Europe
L49151,L,297.9,307.6,1298.0,52.7,132,0,No Failure,9.700000000000045,7163.312961058279,0.5217391304347826,24.75,34.450000000000045,Asia-Pacific
L49152,L,297.9,307.6,1612.0,30.7,134,0,No Failure,9.700000000000045,5182.41312926377,0.5296442687747036,24.75,34.450000000000045,Asia-Pacific
L49153,L,297.9,307.6,1747.0,25.3,136,0,No Failure,9.700000000000045,4628.518928509354,0.5375494071146245,24.75,34.450000000000045,Asia-Pacific
L49154,L,298.0,307.6,1450.0,48.7,138,0,No Failure,9.600000000000023,7394.785507774775,0.5454545454545454,24.850000000000023,34.450000000000045,Asia-Pacific
L49155,L,298.0,307.7,1422.0,45.6,140,0,No Failure,9.699999999999989,6790.364025175122,0.5533596837944664,24.850000000000023,34.55000000000001,Asia-Pacific
M16836,M,298.1,307.7,1419.0,47.4,142,0,No Failure,9.599999999999966,7043.513561201388,0.5612648221343873,24.950000000000045,34.55000000000001,Europe
M16837,M,298.1,307.7,1633.0,30.7,145,0,No Failure,9.599999999999966,5249.925955389415,0.5731225296442688,24.950000000000045,34.55000000000001,Europe
L49158,L,298.0,307.7,1442.0,43.6,148,0,No Failure,9.699999999999989,6583.856668079154,0.5849802371541502,24.850000000000023,34.55000000000001,Asia-Pacific
H31393,H,298.0,307.6,1420.0,45.8,150,0,No Failure,9.600000000000023,6810.553993962192,0.5928853754940712,24.850000000000023,34.450000000000045,North americ
M16840,M,298.0,307.6,1301.0,58.5,155,0,No Failure,9.600000000000023,7970.063482524627,0.6126482213438735,24.850000000000023,34.450000000000045,Europe
L49161,L,298.0,307.6,1385.0,45.0,158,0,No Failure,9.600000000000023,6526.658737832796,0.6245059288537549,24.850000000000023,34.450000000000045,Asia-Pacific
M16842,M,298.0,307.7,1487.0,41.3,160,0,No Failure,9.699999999999989,6431.164793139177,0.6324110671936759,24.850000000000023,34.55000000000001,Europe
M16843,M,298.0,307.6,1459.0,44.4,163,0,No Failure,9.600000000000023,6783.703848749512,0.6442687747035574,24.850000000000023,34.450000000000045,Europe
M16844,M,298.0,307.5,1387.0,45.5,166,0,No Failure,9.5,6608.706665969048,0.6561264822134387,24.850000000000023,34.35000000000002,Europe
L49165,L,298.1,307.7,1537.0,40.8,169,0,No Failure,9.599999999999966,6566.933955651816,0.6679841897233202,24.950000000000045,34.55000000000001,Asia-Pacific
L49166,L,298.1,307.6,1498.0,42.9,171,0,No Failure,9.5,6729.7312869608395,0.6758893280632411,24.950000000000045,34.450000000000045,Asia-Pacific
M16847,M,298.2,307.8,1599.0,31.2,173,0,No Failure,9.600000000000023,5224.342919213682,0.6837944664031621,25.05000000000001,34.650000000000034,Europe
