product_id,type,region,air_temp_c,process_temp_c,torque,tool_wear,tool_wear_ratio,power_watts,target,failure_type,risk_flag
L54264,L,Asia-Pacific,27.45,37.15,24.4,211,0.834,4583.96,0,"No Failure",Medium
L55373,L,Asia-Pacific,26.35,37.65,22.3,211,0.834,4373.92,0,"No Failure",Medium
M21785,M,Europe,27.95,38.45,55.5,210,0.83,7357.92,0,"No Failure",High
M22538,M,Europe,27.45,38.55,52.1,210,0.83,7578.24,0,"No Failure",High
M15706,M,Europe,23.25,34.25,50,210,0.83,7414.16,0,"No Failure",High
L48598,L,Asia-Pacific,25.65,36.75,47.4,210,0.83,6552.11,0,"No Failure",High
M20511,M,Europe,29.35,38.85,45.7,210,0.83,6924.9,0,"No Failure",High
L50542,L,Asia-Pacific,28.25,37.45,43.9,210,0.83,6642.95,0,"No Failure",Medium
L55202,L,Asia-Pacific,27.75,38.85,43.8,210,0.83,6609.47,0,"No Failure",Medium
M19064,M,Europe,29.15,37.75,43.2,210,0.83,6889.89,0,"No Failure",Medium
L51816,L,Asia-Pacific,29.85,38.15,43,210,0.83,6601.32,0,"No Failure",Medium
L49940,L,Asia-Pacific,26.65,36.05,42.6,210,0.83,6245.49,0,"No Failure",Medium
L53261,L,Asia-Pacific,27.75,37.55,41.7,210,0.83,6624.46,0,"No Failure",Medium
M20347,M,Europe,29.45,38.95,39.9,210,0.83,6731.27,0,"No Failure",Medium
M16026,M,Europe,23.95,34.95,37.7,210,0.83,5945.59,0,"No Failure",Medium
M24847,M,Europe,25.65,35.45,37.1,210,0.83,5827.65,0,"No Failure",Medium
L47930,L,Asia-Pacific,23.55,34.85,36.8,210,0.83,5915.41,0,"No Failure",Medium
L48685,L,Asia-Pacific,24.85,35.55,36.7,210,0.83,6249.07,0,"No Failure",Medium
H34229,H,"North americ",30.25,38.75,33.2,210,0.83,5333.25,0,"No Failure",Medium
L56836,L,Asia-Pacific,25.85,36.95,33,210,0.83,5608.69,0,"No Failure",Medium
H29997,H,"North americ",24.55,36.45,32.2,210,0.83,5722.24,0,"No Failure",Medium
M17019,M,Europe,26.35,35.85,31.3,210,0.83,5250.92,0,"No Failure",Medium
H30339,H,"North americ",22.45,32.95,30.9,210,0.83,5251.77,0,"No Failure",Medium
M18132,M,Europe,28.15,36.85,30.8,210,0.83,5138.01,0,"No Failure",Medium
L52915,L,Asia-Pacific,29.25,38.65,30.1,210,0.83,5273.4,0,"No Failure",Medium
M18637,M,Europe,29.25,37.95,30.1,210,0.83,5424.7,0,"No Failure",Medium
H29743,H,"North americ",24.55,35.35,29.9,210,0.83,5385.53,0,"No Failure",Medium
M22284,M,Europe,26.95,38.25,29.8,210,0.83,4915.02,0,"No Failure",Medium
L53000,L,Asia-Pacific,28.15,37.95,27.6,210,0.83,4979.93,0,"No Failure",Medium
M19154,M,Europe,28.55,36.95,27.3,210,0.83,4982.97,0,"No Failure",Medium
H33439,H,"North americ",28.95,37.85,26.1,210,0.83,4725.68,0,"No Failure",Medium
M23787,M,Europe,24.25,35.25,25,210,0.83,4683.59,0,"No Failure",Medium
M21447,M,Europe,28.45,37.55,24.6,210,0.83,4670.48,0,"No Failure",Medium
L55025,L,Asia-Pacific,27.05,38.65,23.2,210,0.83,4368.24,0,"No Failure",Medium
L53850,L,Asia-Pacific,28.35,37.45,20.2,210,0.83,4009.63,0,"No Failure",Medium
L57012,L,Asia-Pacific,25.25,36.05,17.7,210,0.83,3513.38,0,"No Failure",Medium
L48771,L,Asia-Pacific,25.05,35.25,49.4,209,0.8261,7009.63,0,"No Failure",High
L47853,L,Asia-Pacific,24.45,35.75,47.7,209,0.8261,7237.95,0,"No Failure",High
M16941,M,Europe,26.25,36.15,47.1,209,0.8261,7324.47,0,"No Failure",High
L53169,L,Asia-Pacific,27.55,37.55,46.1,209,0.8261,7275.16,0,"No Failure",High
M24350,M,Europe,25.85,36.55,44.7,209,0.8261,6637.62,0,"No Failure",Medium
M21363,M,Europe,27.75,36.75,42.9,209,0.8261,6581.48,0,"No Failure",Medium
L47595,L,Asia-Pacific,24.35,35.25,42.8,209,0.8261,6772.31,0,"No Failure",Medium
M17355,M,Europe,25.95,35.65,41,209,0.8261,6401.62,0,"No Failure",Medium
M22111,M,Europe,27.05,37.15,40.1,209,0.8261,6080.53,0,"No Failure",Medium
M17967,M,Europe,26.65,35.95,39.4,209,0.8261,6007.4,0,"No Failure",Medium
L47677,L,Asia-Pacific,24.25,35.85,39.2,209,0.8261,6178.05,0,"No Failure",Medium
M18387,M,Europe,28.75,37.75,38.9,209,0.8261,6407.77,0,"No Failure",Medium
L50200,L,Asia-Pacific,27.25,36.45,38.1,209,0.8261,6156.3,0,"No Failure",Medium
H34311,H,"North americ",30.65,39.35,38,209,0.8261,6068.51,0,"No Failure",Medium
L51038,L,Asia-Pacific,29.35,38.25,37.6,209,0.8261,6138.5,0,"No Failure",Medium
L51555,L,Asia-Pacific,28.85,36.55,36.3,209,0.8261,5375.08,0,"No Failure",Medium
L50030,L,Asia-Pacific,27.25,36.15,35,209,0.8261,6124.53,0,"No Failure",Medium
M15105,M,Europe,24.75,34.95,31.4,209,0.8261,5349.9,0,"No Failure",Medium
L52401,L,Asia-Pacific,30.75,39.85,31.4,209,0.8261,5346.61,0,"No Failure",Medium
H30743,H,"North americ",25.65,37.05,30.4,209,0.8261,5294.13,0,"No Failure",Medium
L51648,L,Asia-Pacific,29.55,37.35,29,209,0.8261,5238.61,0,"No Failure",Medium
M22368,M,Europe,27.35,38.75,27.5,209,0.8261,4982.04,0,"No Failure",Medium
H34799,H,"North americ",29.75,39.15,26.9,209,0.8261,4940.95,0,"No Failure",Medium
L55459,L,Asia-Pacific,25.65,37.45,25.4,209,0.8261,4795.77,0,"No Failure",Medium
L52162,L,Asia-Pacific,30.55,39.85,24.3,209,0.8261,4608.43,0,"No Failure",Medium
L55113,L,Asia-Pacific,27.65,38.65,21.8,209,0.8261,4327.22,0,"No Failure",Medium
L54857,L,Asia-Pacific,27.45,38.55,52.6,208,0.8221,7865.79,0,"No Failure",High
M17187,M,Europe,26.15,35.55,50.3,208,0.8221,7479.71,0,"No Failure",High
L47762,L,Asia-Pacific,24.65,36.55,49.2,208,0.8221,6909.12,0,"No Failure",High
L53519,L,Asia-Pacific,27.35,36.85,48.6,208,0.8221,7384.69,0,"No Failure",High
L54603,L,Asia-Pacific,26.85,38.15,47.3,208,0.8221,6969.21,0,"No Failure",High
L48684,L,Asia-Pacific,24.85,35.55,47,208,0.8221,7412.27,0,"No Failure",High
L52830,L,Asia-Pacific,29.35,38.85,46.3,208,0.8221,7059.45,0,"No Failure",High
L51473,L,Asia-Pacific,28.65,36.85,44.9,208,0.8221,6549.77,0,"No Failure",Medium
L53766,L,Asia-Pacific,28.35,37.45,44,208,0.8221,6694.94,0,"No Failure",Medium
L52666,L,Asia-Pacific,29.45,39.05,43,208,0.8221,6844.48,0,"No Failure",Medium
H36750,H,"North americ",26.75,37.35,42.8,208,0.8221,6942.63,0,"No Failure",Medium
L55024,L,Asia-Pacific,26.95,38.55,42.6,208,0.8221,6704.98,0,"No Failure",Medium
L52999,L,Asia-Pacific,28.15,37.85,41.9,208,0.8221,6221.84,0,"No Failure",Medium
L48025,L,Asia-Pacific,23.15,34.15,41.5,208,0.8221,6253.71,0,"No Failure",Medium
L49939,L,Asia-Pacific,26.55,35.95,41.1,208,0.8221,6382.81,0,"No Failure",Medium
L50541,L,Asia-Pacific,28.35,37.45,40.7,208,0.8221,6474.12,0,"No Failure",Medium
L48597,L,Asia-Pacific,25.55,36.75,38.5,208,0.8221,6212.87,0,"No Failure",Medium
L50956,L,Asia-Pacific,29.35,37.95,36.8,208,0.8221,5926.97,0,"No Failure",Medium
L53260,L,Asia-Pacific,27.75,37.55,36.2,208,0.8221,5564.98,0,"No Failure",Medium
M18305,M,Europe,28.45,37.45,36.1,208,0.8221,6044.83,0,"No Failure",Medium
L57011,L,Asia-Pacific,25.25,36.15,35.4,208,0.8221,5716.32,0,"No Failure",Medium
H39169,H,"North americ",25.35,36.55,35.3,208,0.8221,5770.4,0,"No Failure",Medium
M17527,M,Europe,26.65,36.15,35.2,208,0.8221,6130.04,0,"No Failure",Medium
M21701,M,Europe,27.95,38.05,35,208,0.8221,5831.32,0,"No Failure",Medium
L48345,L,Asia-Pacific,23.95,34.95,34.6,208,0.8221,5387.85,0,"No Failure",Medium
L53849,L,Asia-Pacific,28.25,37.35,33.9,208,0.8221,5577.05,0,"No Failure",Medium
M18047,M,Europe,27.05,36.25,27.8,208,0.8221,5100.44,0,"No Failure",Medium
L48104,L,Asia-Pacific,22.35,32.85,27.6,208,0.8221,5202.48,0,"No Failure",Medium
L47929,L,Asia-Pacific,23.45,34.85,22.3,208,0.8221,4426.47,0,"No Failure",Medium
L54184,L,Asia-Pacific,27.35,37.45,20.3,208,0.8221,4029.47,0,"No Failure",Medium
L49769,L,Asia-Pacific,25.85,35.55,16.6,208,0.8221,3295.04,0,"No Failure",Medium
M17018,M,Europe,26.35,35.85,49.7,207,0.8182,7281.2,0,"No Failure",High
L51124,L,Asia-Pacific,29.05,38.05,49.4,207,0.8182,7144.13,0,"No Failure",High
L55458,L,Asia-Pacific,25.65,37.35,46.4,207,0.8182,7113.57,0,"No Failure",High
H31090,H,"North americ",24.75,34.45,43,207,0.8182,6385.18,0,"No Failure",Medium
M24846,M,Europe,25.65,35.45,42.3,207,0.8182,6675.48,0,"No Failure",Medium
L56669,L,Asia-Pacific,25.75,36.55,41.9,207,0.8182,6173.58,0,"No Failure",Medium
L55112,L,Asia-Pacific,27.55,38.65,41.9,207,0.8182,6485.11,0,"No Failure",Medium
H35580,H,"North americ",27.75,37.55,40.6,207,0.8182,5965.03,0,"No Failure",Medium
H38751,H,"North americ",25.35,35.75,40.3,207,0.8182,6330.31,0,"No Failure",Medium
L54262,L,Asia-Pacific,27.55,37.15,40,207,0.8182,6107.26,0,"No Failure",Medium
L50286,L,Asia-Pacific,26.65,35.95,39.9,207,0.8182,6204.8,0,"No Failure",Medium
L51647,L,Asia-Pacific,29.65,37.45,37.9,207,0.8182,6417.68,0,"No Failure",Medium
L48770,L,Asia-Pacific,25.05,35.25,37.7,207,0.8182,5910.06,0,"No Failure",Medium
M19495,M,Europe,29.85,38.05,35.7,207,0.8182,6033.93,0,"No Failure",Medium
L51554,L,Asia-Pacific,28.85,36.55,34.8,207,0.8182,5652.23,0,"No Failure",Medium
M22881,M,Europe,27.85,38.85,34.6,207,0.8182,5431.33,0,"No Failure",Medium
L55619,L,Asia-Pacific,25.45,36.65,34.6,207,0.8182,5931.35,0,"No Failure",Medium
H30660,H,"North americ",24.05,35.35,33.3,207,0.8182,5764.29,0,"No Failure",Medium
L52400,L,Asia-Pacific,30.65,39.85,32.9,207,0.8182,5626.14,0,"No Failure",Medium
L47594,L,Asia-Pacific,24.25,35.25,32.5,207,0.8182,5404.59,0,"No Failure",Medium
M18131,M,Europe,28.25,36.85,32.1,207,0.8182,5677.58,0,"No Failure",Medium
M19063,M,Europe,29.15,37.75,31.9,207,0.8182,5204.59,0,"No Failure",Medium
L54687,L,Asia-Pacific,27.35,38.75,28.3,207,0.8182,5186.25,0,"No Failure",Medium
L50029,L,Asia-Pacific,27.25,36.15,28.2,207,0.8182,5215.17,0,"No Failure",Medium
M19412,M,Europe,29.55,37.35,22.7,207,0.8182,4469.02,0,"No Failure",Medium
M19586,M,Europe,30.25,38.65,18.3,207,0.8182,3632.48,0,"No Failure",Medium
L49260,L,Asia-Pacific,26.15,36.05,15.4,207,0.8182,3056.84,0,"No Failure",Medium
L53682,L,Asia-Pacific,27.75,36.85,13.7,207,0.8182,2719.4,0,"No Failure",Medium
L52665,L,Asia-Pacific,29.45,38.95,51,206,0.8142,7177.91,0,"No Failure",High
L50624,L,Asia-Pacific,28.35,37.45,50.7,206,0.8142,7332.13,0,"No Failure",High
L54515,L,Asia-Pacific,26.75,37.25,49.9,206,0.8142,6939.48,0,"No Failure",High
L54103,L,Asia-Pacific,28.05,38.55,49.3,206,0.8142,7398.13,0,"No Failure",High
H38017,H,"North americ",24.15,34.85,49.1,206,0.8142,7116.17,0,"No Failure",High
L54856,L,Asia-Pacific,27.45,38.55,49.1,206,0.8142,7445.24,0,"No Failure",High
M15104,M,Europe,24.85,35.05,49.1,206,0.8142,7172.73,0,"No Failure",High
L47256,L,Asia-Pacific,25.65,35.75,47.9,206,0.8142,7328.49,0,"No Failure",High
L51298,L,Asia-Pacific,28.85,37.45,47.7,206,0.8142,6823.35,0,"No Failure",High
M16777,M,Europe,24.95,34.75,47.3,206,0.8142,7246.6,0,"No Failure",High
L54183,L,Asia-Pacific,27.35,37.45,46.7,206,0.8142,7531.24,0,"No Failure",High
L50540,L,Asia-Pacific,28.35,37.45,46.5,206,0.8142,6788.04,0,"No Failure",High
M20244,M,Europe,29.75,39.25,46,206,0.8142,6845.11,0,"No Failure",High
L52746,L,Asia-Pacific,29.25,38.85,45.5,206,0.8142,6942.24,0,"No Failure",High
L54602,L,Asia-Pacific,26.85,38.05,44.1,206,0.8142,6239.11,0,"No Failure",Medium
H29571,H,"North americ",25.25,35.05,43.5,206,0.8142,6732.75,0,"No Failure",Medium
M15532,M,Europe,24.45,35.75,43.2,206,0.8142,6482.74,0,"No Failure",Medium
M24767,M,Europe,25.45,35.95,43.2,206,0.8142,6727.03,0,"No Failure",Medium
L52913,L,Asia-Pacific,29.15,38.65,43.2,206,0.8142,6727.03,0,"No Failure",Medium
L47761,L,Asia-Pacific,24.65,36.55,42.9,206,0.8142,6262.51,0,"No Failure",Medium
M22110,M,Europe,26.95,37.05,42,206,0.8142,6285.07,0,"No Failure",Medium
M15356,M,Europe,24.35,36.05,40,206,0.8142,6408.85,0,"No Failure",Medium
L53848,L,Asia-Pacific,28.25,37.35,39.2,206,0.8142,6059,0,"No Failure",Medium
M19841,M,Europe,30.55,39.65,37.7,206,0.8142,6150.88,0,"No Failure",Medium
L52998,L,Asia-Pacific,28.15,37.85,36.9,206,0.8142,5946.94,0,"No Failure",Medium
L56277,L,Asia-Pacific,24.15,34.95,36.9,206,0.8142,6344.95,0,"No Failure",Medium
L48024,L,Asia-Pacific,23.35,34.35,35.1,206,0.8142,5756.09,0,"No Failure",Medium
L53938,L,Asia-Pacific,28.55,37.95,32.8,206,0.8142,5646.82,0,"No Failure",Medium
M19756,M,Europe,30.55,39.25,32.3,206,0.8142,5553.98,0,"No Failure",Medium
H34720,H,"North americ",30.85,40.05,31.7,206,0.8142,5351.22,0,"No Failure",Medium
L48344,L,Asia-Pacific,23.95,34.95,30.3,206,0.8142,5565.46,0,"No Failure",Medium
M23051,M,Europe,26.45,37.75,29.8,206,0.8142,5086.66,0,"No Failure",Medium
M16188,M,Europe,25.65,36.95,28.8,206,0.8142,5184.38,0,"No Failure",Medium
L49768,L,Asia-Pacific,25.85,35.55,28.6,206,0.8142,5109.44,0,"No Failure",Medium
L53518,L,Asia-Pacific,27.25,36.75,28.6,206,0.8142,5034.57,0,"No Failure",Medium
L48683,L,Asia-Pacific,24.85,35.55,26.2,206,0.8142,4859.02,0,"No Failure",Medium
L54020,L,Asia-Pacific,27.95,37.95,21.7,206,0.8142,4088.08,0,"No Failure",Medium
L54261,L,Asia-Pacific,27.55,37.25,52.6,205,0.8103,7524.28,0,"No Failure",High
M17186,M,Europe,26.25,35.55,52.6,205,0.8103,8190.78,0,"No Failure",High
H35832,H,"North americ",27.15,36.75,52.1,205,0.8103,7665.54,0,"No Failure",High
M20509,M,Europe,29.35,38.75,51.6,205,0.8103,7640.6,0,"No Failure",High
L51203,L,Asia-Pacific,28.95,37.85,50,205,0.8103,7141.89,0,"No Failure",High
H39069,H,"North americ",25.95,36.85,49.5,205,0.8103,7417.77,0,"No Failure",High
M18046,M,Europe,27.05,36.25,48.8,205,0.8103,7440.63,0,"No Failure",High
M22703,M,Europe,26.95,38.55,48.5,205,0.8103,7110.47,0,"No Failure",High
M15783,M,Europe,22.35,32.85,45.3,205,0.8103,6750.43,0,"No Failure",High
M17618,M,Europe,26.55,36.05,45.3,205,0.8103,6698.25,0,"No Failure",High
L56593,L,Asia-Pacific,24.95,35.45,44.9,205,0.8103,6766.06,0,"No Failure",Medium
M20939,M,Europe,27.65,37.55,44.7,205,0.8103,6417.61,0,"No Failure",Medium
L48855,L,Asia-Pacific,24.85,34.55,43.9,205,0.8103,6468.26,0,"No Failure",Medium
L55618,L,Asia-Pacific,25.45,36.65,42.8,205,0.8103,6584.07,0,"No Failure",Medium
L54686,L,Asia-Pacific,27.35,38.75,41.8,205,0.8103,6614.08,0,"No Failure",Medium
L51646,L,Asia-Pacific,29.65,37.45,41.1,205,0.8103,6326.85,0,"No Failure",Medium
M19673,M,Europe,30.15,38.65,40.6,205,0.8103,6530.49,0,"No Failure",Medium
L51382,L,Asia-Pacific,29.25,37.85,40.6,205,0.8103,6611.27,0,"No Failure",Medium
L55869,L,Asia-Pacific,23.95,35.25,39.6,205,0.8103,6398.67,0,"No Failure",Medium
L55111,L,Asia-Pacific,27.55,38.55,38.4,205,0.8103,6027.84,0,"No Failure",Medium
M22452,M,Europe,27.35,38.05,36.6,205,0.8103,5944.58,0,"No Failure",Medium
M20768,M,Europe,27.65,37.15,36.3,205,0.8103,5800.83,0,"No Failure",Medium
L53345,L,Asia-Pacific,27.75,37.55,35.8,205,0.8103,5709.68,0,"No Failure",Medium
L50285,L,Asia-Pacific,26.65,35.95,35.4,205,0.8103,5975.81,0,"No Failure",Medium
L47593,L,Asia-Pacific,24.25,35.25,34.5,205,0.8103,5682.98,0,"No Failure",Medium
M24614,M,Europe,25.35,36.55,34,205,0.8103,5525.85,0,"No Failure",Medium
M21445,M,Europe,28.35,37.35,32.8,205,0.8103,5495.69,0,"No Failure",Medium
L56516,L,Asia-Pacific,25.35,35.75,31.9,205,0.8103,5762.47,0,"No Failure",Medium
H29742,H,"North americ",24.45,35.25,31.4,205,0.8103,5599.81,0,"No Failure",Medium
L51814,L,Asia-Pacific,29.85,38.05,30.4,205,0.8103,5587.01,0,"No Failure",Medium
L50450,L,Asia-Pacific,28.25,36.95,21.8,205,0.8103,4327.22,0,"No Failure",Medium
M16276,M,Europe,25.55,36.75,18.2,205,0.8103,3612.63,0,"No Failure",Medium
H35402,H,"North americ",27.55,37.65,58.2,204,0.8063,7898.72,0,"No Failure",High
M17708,M,Europe,27.15,36.15,57.9,204,0.8063,8434.01,0,"No Failure",High
L49096,L,Asia-Pacific,24.85,34.55,50.8,204,0.8063,7378.51,0,"No Failure",High
L48266,L,Asia-Pacific,23.85,34.75,49,204,0.8063,7465.99,0,"No Failure",High
H31176,H,"North americ",25.05,34.45,48.6,204,0.8063,7430.49,0,"No Failure",High
L54102,L,Asia-Pacific,28.05,38.55,48.3,204,0.8063,7399.8,0,"No Failure",High
L48682,L,Asia-Pacific,24.85,35.55,48.2,204,0.8063,7379.43,0,"No Failure",High
L48343,L,Asia-Pacific,23.75,34.75,47.1,204,0.8063,6742.45,0,"No Failure",High
L47255,L,Asia-Pacific,25.65,35.75,46.7,204,0.8063,6743.88,0,"No Failure",High
M17353,M,Europe,25.85,35.65,45.7,204,0.8063,6786.11,0,"No Failure",High
L54855,L,Asia-Pacific,27.35,38.45,45.4,204,0.8063,6879.44,0,"No Failure",High
M18554,M,Europe,28.95,38.15,45,204,0.8063,7120.42,0,"No Failure",Medium
L54429,L,Asia-Pacific,26.75,36.85,44.7,204,0.8063,6562.72,0,"No Failure",Medium
L52912,L,Asia-Pacific,29.05,38.55,44.5,204,0.8063,6579.96,0,"No Failure",Medium
L47423,L,Asia-Pacific,24.85,35.05,44.1,204,0.8063,6659.36,0,"No Failure",Medium
L48023,L,Asia-Pacific,23.45,34.35,42.7,204,0.8063,6640.23,0,"No Failure",Medium
M19585,M,Europe,30.25,38.65,42.6,204,0.8063,6758.51,0,"No Failure",Medium
M23785,M,Europe,24.05,35.05,42.5,204,0.8063,6253.08,0,"No Failure",Medium
L50539,L,Asia-Pacific,28.35,37.45,41.9,204,0.8063,6691.33,0,"No Failure",Medium
M16449,M,Europe,24.95,35.15,41.5,204,0.8063,6314.55,0,"No Failure",Medium
H33271,H,"North americ",29.25,38.05,40.8,204,0.8063,6434.48,0,"No Failure",Medium
L52563,L,Asia-Pacific,29.65,39.15,40.3,204,0.8063,6347.19,0,"No Failure",Medium
L50623,L,Asia-Pacific,28.35,37.35,39,204,0.8063,6269.05,0,"No Failure",Medium
M16939,M,Europe,26.15,36.15,37.9,204,0.8063,6044.6,0,"No Failure",Medium
H32940,H,"North americ",28.65,37.65,37.6,204,0.8063,5788.07,0,"No Failure",Medium
